# WaniKani - Vocabulary
# Generated on August 13, 2016 15:54 PM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
v_企画;vocabulary;企画;plan, planning;;;;;きかく;21
v_岡山県;vocabulary;岡山県;okayama prefecture;;;;;おかやまけん;21
v_面倒臭い;vocabulary;面倒臭い;troublesome, a bother;;;;;めんどうくさい;22
v_高血圧;vocabulary;高血圧;high blood pressure, hypertension;;;;;こうけつあつ;22
v_非難する;vocabulary;非難する;to criticize;;;;;ひなんする;22
v_天気;vocabulary;天気;weather;;;;;てんき;4
v_〜階;vocabulary;〜階;floor, story, storey;;;;;かい;12
v_集める;vocabulary;集める;to collect, to gather, to collect something, to gather something;;;;;あつめる;10
v_〜枚;vocabulary;〜枚;flat object, clothing items, sheets;;;;;まい;18
v_理解する;vocabulary;理解する;to understand, to comprehend;;;;;りかいする;23
v_絶える;vocabulary;絶える;to die out, to end;;;;;たえる;30
v_源氏物語;vocabulary;源氏物語;tale of genji, the tale of genji;;;;;げんじものがたり;36
v_盗聴;vocabulary;盗聴;wiretapping, bugging;;;;;とうちょう;37
v_地上;vocabulary;地上;above ground, on the ground;;;;;ちじょう;8
v_翌月;vocabulary;翌月;the next month, next month, the following month;;;;;よくげつ;30
v_水着;vocabulary;水着;swim suit, swimsuit, bathing suit, swimwear, swimming suit;;;;;みずぎ;12
v_増える;vocabulary;増える;to increase;;;;;ふえる;21
v_確かめる;vocabulary;確かめる;to make sure of, to verify, to confirm, to make certain;;;;;たしかめる;22
v_全部;vocabulary;全部;all, entire, whole;;;;;ぜんぶ;9
v_天使;vocabulary;天使;angel;;;;;てんし;9
v_拒否;vocabulary;拒否;refusal, rejection;;;;;きょひ;39
v_組;vocabulary;組;group, team, class;;;;;くみ;7
v_〜台;vocabulary;〜台;big machine, big device, machine, device, machine counter, number of machines;;;;;だい;3
v_全壊;vocabulary;全壊;complete destruction, total destruction;;;;;ぜんかい;29
v_渋い;vocabulary;渋い;bitter flavor, bitter;;;;;しぶい;39
v_説明書;vocabulary;説明書;written explanation, instructions;;;;;せつめいしょ;19
v_健忘症;vocabulary;健忘症;amnesia, loss of memory;;;;;けんぼうしょう;27
v_連絡する;vocabulary;連絡する;to contact, to get in touch, to get in contact;;;;;れんらくする;19
v_慎重;vocabulary;慎重;discreet, careful;;;;;しんちょう;39
v_不燃ゴミ;vocabulary;不燃ゴミ;nonburnable garbage, unburnable garbage, nonburnable trash, unburnable trash;;;;;ふねんごみ, ふねんゴミ;24
v_お嬢さん;vocabulary;お嬢さん;young lady, daughter;;;;;おじょうさん;47
v_詳しい;vocabulary;詳しい;detailed, expert;;;;;くわしい;30
v_舞台;vocabulary;舞台;stage;;;;;ぶたい;36
v_奇跡;vocabulary;奇跡;miracle;;;;;きせき;37
v_合計;vocabulary;合計;total, sum;;;;;ごうけい;15
v_寝坊;vocabulary;寝坊;oversleep;;;;;ねぼう;22
v_優しい;vocabulary;優しい;gentle, kind, warm hearted, nice;;;;;やさしい;23
v_品質;vocabulary;品質;material quality, item quality, product quality, quality;;;;;ひんしつ;24
v_房;vocabulary;房;cluster, tassel, tuft;;;;;ふさ;38
v_貝;vocabulary;貝;shell, shellfish, clam;;;;;かい;4
v_可分;vocabulary;可分;divisible, separable;;;;;かぶん;18
v_遺伝;vocabulary;遺伝;heredity;;;;;いでん;36
v_弾丸;vocabulary;弾丸;bullet;;;;;だんがん;37
v_薬学;vocabulary;薬学;study of pharmacy, pharmacology, pharmaceutics;;;;;やくがく;17
v_三個;vocabulary;三個;three small things, three things, three objects, three small objects;;;;;さんこ;20
v_割れる;vocabulary;割れる;to be divided, to be separated, to break;;;;;われる;25
v_遣う;vocabulary;遣う;to consider, to make use of;;;;;つかう;37
v_雷雨;vocabulary;雷雨;thunderstorm;;;;;らいう;44
v_撮る;vocabulary;撮る;to take a picture, to take a photograph, to take a photo, to photograph, to take video, to film;;;;;とる;30
v_一人暮らし;vocabulary;一人暮らし;living alone;;;;;ひとりぐらし;37
v_主語;vocabulary;主語;subject;;;;;しゅご;10
v_〜鍋;vocabulary;〜鍋;pot, stew, hotpot;;;;;なべ;37
v_遅い;vocabulary;遅い;slow, late;;;;;おそい;37
v_償う;vocabulary;償う;to compensate for, to make up for;;;;;つぐなう;37
v_核分裂;vocabulary;核分裂;nuclear fission, karyokinesis;;;;;かくぶんれつ;45
v_腕時計;vocabulary;腕時計;wristwatch, watch;;;;;うでどけい;24
v_境;vocabulary;境;boundary;;;;;さかい;24
v_規則正しい;vocabulary;規則正しい;regular, well regulated, systematic;;;;;きそくただしい;25
v_越権;vocabulary;越権;overstepping your authority, overstep one's authority, overstepping one's authority;;;;;えっけん;30
v_雰囲気;vocabulary;雰囲気;atmosphere, ambience, ambiance, mood;;;;;ふんいき;14
v_八冊;vocabulary;八冊;eight books, eight volumes;;;;;はっさつ;19
v_続々;vocabulary;続々;one after another, successively, in succession;;;;;ぞくぞく;19
v_懸ける;vocabulary;懸ける;to hang, to suspend, to stake;;;;;かける;38
v_維持する;vocabulary;維持する;to maintain;;;;;いじする;38
v_懸命;vocabulary;懸命;eager, eagerness;;;;;けんめい;38
v_管制塔;vocabulary;管制塔;control tower;;;;;かんせいとう;44
v_適当;vocabulary;適当;appropriate, proper, irresponsible;;;;;てきとう;30
v_預ける;vocabulary;預ける;to deposit, to deposit money;;;;;あずける;30
v_拡張;vocabulary;拡張;enlargement, expansion, extension;;;;;かくちょう;33
v_闘う;vocabulary;闘う;to struggle, to fight;;;;;たたかう;37
v_鋼材;vocabulary;鋼材;steel material;;;;;こうざい;39
v_兼ねる;vocabulary;兼ねる;to combine, to double as, to be unable, to have trouble doing;;;;;かねる;40
v_排水;vocabulary;排水;drainage;;;;;はいすい;40
v_犠打;vocabulary;犠打;sacrifice fly;;;;;ぎだ;40
v_薄い;vocabulary;薄い;dilute, thin, weak;;;;;うすい;40
v_低い;vocabulary;低い;low, short;;;;;ひくい;11
v_主催する;vocabulary;主催する;to sponsor, to promote;;;;;しゅさいする;31
v_陣;vocabulary;陣;army base, army camp;;;;;じん;37
v_唱歌;vocabulary;唱歌;singing, songs;;;;;しょうか;40
v_控える;vocabulary;控える;to abstain;;;;;ひかえる;41
v_御免なさい;vocabulary;御免なさい;sorry, i beg your pardon;;;;;ごめんなさい;41
v_手の甲;vocabulary;手の甲;back of one's hand;;;;;てのこう;41
v_恨み;vocabulary;恨み;grudge, resentment, malice;;;;;うらみ;49
v_背丈;vocabulary;背丈;stature, height;;;;;せたけ;32
v_年中;vocabulary;年中;year round, all year, whole year, throughout the year, all year round;;;;;ねんじゅう;4
v_殴り込み;vocabulary;殴り込み;raid;;;;;なぐりこみ;50
v_強力;vocabulary;強力;strength, strong, powerful;;;;;きょうりょく;7
v_駅員;vocabulary;駅員;train station employee, train station staff, train station attendant, station attendant, station employee;;;;;えきいん;13
v_消しゴム;vocabulary;消しゴム;eraser, rubber;;;;;けしごむ, けしゴム;14
v_座席;vocabulary;座席;seat;;;;;ざせき;18
v_困難;vocabulary;困難;hardship, difficulty;;;;;こんなん;20
v_警察官;vocabulary;警察官;police officer, policeman;;;;;けいさつかん;21
v_黒板;vocabulary;黒板;blackboard;;;;;こくばん;29
v_義理;vocabulary;義理;sense of duty, social obligation;;;;;ぎり;21
v_受領書;vocabulary;受領書;receipt, docket;;;;;じゅりょうしょ;22
v_北海道;vocabulary;北海道;hokkaido, hokkaidou;;;;;ほっかいどう;8
v_速い;vocabulary;速い;fast;;;;;はやい;10
v_新年;vocabulary;新年;new year;;;;;しんねん;9
v_自動車;vocabulary;自動車;automobile;;;;;じどうしゃ;16
v_汚い;vocabulary;汚い;dirty, filthy, foul, unclean;;;;;きたない;36
v_香り;vocabulary;香り;fragrance, aroma;;;;;かおり;37
v_解説;vocabulary;解説;explanation, commentary;;;;;かいせつ;21
v_対談;vocabulary;対談;conversation, dialogue, talk;;;;;たいだん;9
v_意欲;vocabulary;意欲;will, desire, ambition;;;;;いよく;32
v_商品;vocabulary;商品;merchandise;;;;;しょうひん;16
v_実感;vocabulary;実感;real feeling, actual feeling;;;;;じっかん;13
v_食べ物;vocabulary;食べ物;food;;;;;たべもの;9
v_火傷;vocabulary;火傷;burn, scald;;;;;やけど;32
v_要る;vocabulary;要る;to need;;;;;いる;9
v_品詞;vocabulary;品詞;part of speech;;;;;ひんし;19
v_形容動詞;vocabulary;形容動詞;na adjective;;;;;けいようどうし;21
v_屋上;vocabulary;屋上;rooftop, housetop;;;;;おくじょう;11
v_不幸;vocabulary;不幸;unhappiness, misfortune;;;;;ふこう;16
v_進撃;vocabulary;進撃;advance, charge;;;;;しんげき;28
v_名古屋;vocabulary;名古屋;nagoya;;;;;なごや;9
v_強制;vocabulary;強制;compulsory, obligation, mandatory, obligatory;;;;;きょうせい;21
v_理解;vocabulary;理解;comprehension, understanding;;;;;りかい;21
v_分解;vocabulary;分解;analysis, breakdown, disassembly, dismantling;;;;;ぶんかい;21
v_圧倒する;vocabulary;圧倒する;to overwhelm;;;;;あっとうする;22
v_獲物;vocabulary;獲物;spoils, trophy, game;;;;;えもの;40
v_〜狩り;vocabulary;〜狩り;hunting;;;;;かり, がり;47
v_〜魂;vocabulary;〜魂;spirit;;;;;こん;45
v_香水;vocabulary;香水;perfume;;;;;こうすい;37
v_保守主義;vocabulary;保守主義;conservative, conservatism;;;;;ほしゅしゅぎ;21
v_混じる;vocabulary;混じる;to get mixed up in, to get mixed, to be mixed;;;;;まじる;21
v_いい加減にしろ;vocabulary;いい加減にしろ;cut it out, cut the bs;;;;;いいかげんにしろ;21
v_省く;vocabulary;省く;to omit, to eliminate, to skip;;;;;はぶく;21
v_無税;vocabulary;無税;tax free, no tax;;;;;むぜい;21
v_固有名詞;vocabulary;固有名詞;proper noun;;;;;こゆうめいし;21
v_資料;vocabulary;資料;material, data;;;;;しりょう;21
v_国際;vocabulary;国際;international;;;;;こくさい;21
v_宮;vocabulary;宮;palace;;;;;みや;22
v_臨海;vocabulary;臨海;seaside, coastal;;;;;りんかい;37
v_断る;vocabulary;断る;to refuse, to reject;;;;;ことわる;21
v_条約;vocabulary;条約;treaty;;;;;じょうやく;21
v_女権;vocabulary;女権;women's rights, woman's rights;;;;;じょけん;21
v_大勢;vocabulary;大勢;crowd;;;;;おおぜい;22
v_寝る;vocabulary;寝る;to lie down, to go to bed, to sleep;;;;;ねる;22
v_援助;vocabulary;援助;assistance, aid;;;;;えんじょ;22
v_誕生;vocabulary;誕生;birth;;;;;たんじょう;22
v_鼻詰まり;vocabulary;鼻詰まり;stuffy nose, blocked nose;;;;;はなづまり;31
v_売り上げ;vocabulary;売り上げ;amount sold, sales;;;;;うりあげ;5
v_お手洗い;vocabulary;お手洗い;toilet, restroom, bathroom, lavatory;;;;;おてあらい;22
v_提出;vocabulary;提出;presentation, filing, handing in, turning in;;;;;ていしゅつ;22
v_指示;vocabulary;指示;instructions, directions;;;;;しじ;22
v_脱ぐ;vocabulary;脱ぐ;to undress, to take off clothes;;;;;ぬぐ;22
v_脱走する;vocabulary;脱走する;to escape, to flee;;;;;だっそうする;22
v_脱税;vocabulary;脱税;tax evasion;;;;;だつぜい;22
v_過ぎる;vocabulary;過ぎる;to surpass;;;;;すぎる;22
v_見詰める;vocabulary;見詰める;to stare at;;;;;みつめる;31
v_観る;vocabulary;観る;to view, to spectate, to watch;;;;;みる;22
v_大作;vocabulary;大作;an epic, epic, epic saga, masterpiece, masterwork, magnum opus;;;;;たいさく;5
v_委員会;vocabulary;委員会;committee;;;;;いいんかい;23
v_新幹線;vocabulary;新幹線;bullet train, shinkansen;;;;;しんかんせん;23
v_現れる;vocabulary;現れる;to appear, to emerge;;;;;あらわれる;23
v_表現;vocabulary;表現;expression, figure of speech;;;;;ひょうげん;23
v_現実;vocabulary;現実;reality;;;;;げんじつ;23
v_看護師;vocabulary;看護師;nurse;;;;;かんごし;23
v_絶やす;vocabulary;絶やす;to kill off, to let die out;;;;;たやす;31
v_契機;vocabulary;契機;chance, opportunity;;;;;けいき;37
v_角;vocabulary;角;angle, corner;;;;;かく, かど;5
v_負担;vocabulary;負担;burden, responsibility;;;;;ふたん;24
v_子供;vocabulary;子供;child, kid, children, kids;;;;;こども;24
v_株;vocabulary;株;stock, share;;;;;かぶ;24
v_良質;vocabulary;良質;good quality, high quality, superior quality;;;;;りょうしつ;24
v_輸出;vocabulary;輸出;export;;;;;ゆしゅつ;24
v_記述;vocabulary;記述;description, account;;;;;きじゅつ;24
v_多額;vocabulary;多額;large amount, large sum;;;;;たがく;24
v_融資;vocabulary;融資;financing, loan;;;;;ゆうし;31
v_分離;vocabulary;分離;segregation, separation;;;;;ぶんり;31
v_牛肉;vocabulary;牛肉;beef;;;;;ぎゅうにく;5
v_販売;vocabulary;販売;sales, selling, marketing;;;;;はんばい;24
v_警視庁;vocabulary;警視庁;metropolitan police department, metro police department;;;;;けいしちょう;24
v_応援団;vocabulary;応援団;rooting section, cheerleaders, cheering section;;;;;おうえんだん;24
v_株式;vocabulary;株式;stock company, stock;;;;;かぶしき;24
v_気候;vocabulary;気候;climate;;;;;きこう;25
v_結構;vocabulary;結構;fine, fairly, alright;;;;;けっこう;25
v_怪物;vocabulary;怪物;monster, ghost, goblin;;;;;かいぶつ;26
v_掛ける;vocabulary;掛ける;to hang;;;;;かける;25
v_毛虫;vocabulary;毛虫;caterpillar;;;;;けむし;5
v_冷凍庫;vocabulary;冷凍庫;freezer;;;;;れいとうこ;28
v_星占い;vocabulary;星占い;astrology, horoscope;;;;;ほしうらない;28
v_お腹;vocabulary;お腹;belly, stomach, abdomen;;;;;おなか;29
v_満点;vocabulary;満点;perfect score;;;;;まんてん;25
v_豚;vocabulary;豚;pig;;;;;ぶた;26
v_程度;vocabulary;程度;degree, extent, level;;;;;ていど;28
v_全景;vocabulary;全景;complete view, full view, panoramic view, panorama;;;;;ぜんけい;25
v_故に;vocabulary;故に;therefore, consequently;;;;;ゆえに;28
v_微か;vocabulary;微か;delicate, faint, indistinct, dim;;;;;かすか;28
v_お構いなく;vocabulary;お構いなく;don't worry about it, don't worry;;;;;おかまいなく;27
v_再び;vocabulary;再び;again, once again;;;;;ふたたび;26
v_突く;vocabulary;突く;to stab, to poke, to jab;;;;;つく;26
v_触れる;vocabulary;触れる;to feel, to perceive;;;;;ふれる;26
v_討論;vocabulary;討論;debate, discussion;;;;;とうろん;26
v_障害;vocabulary;障害;disability, handicap;;;;;しょうがい;26
v_修士;vocabulary;修士;master's degree;;;;;しゅうし;28
v_抜ける;vocabulary;抜ける;to be extracted, to get extracted, to be plucked, to get plucked, to come out, to fall out, to be omitted, to leave;;;;;ぬける;27
v_移住者;vocabulary;移住者;emigrant, immigrant, migrant;;;;;いじゅうしゃ;28
v_幼い;vocabulary;幼い;childish, very young, immature;;;;;おさない;28
v_清潔;vocabulary;清潔;pure, clean;;;;;せいけつ;28
v_衆議院;vocabulary;衆議院;house of representatives;;;;;しゅうぎいん;28
v_逆説;vocabulary;逆説;paradox;;;;;ぎゃくせつ;28
v_登録;vocabulary;登録;registration;;;;;とうろく;28
v_家政婦;vocabulary;家政婦;housekeeper, maid;;;;;かせいふ;28
v_近い;vocabulary;近い;close, nearby, near;;;;;ちかい;5
v_凍る;vocabulary;凍る;to freeze;;;;;こおる;28
v_撃つ;vocabulary;撃つ;to shoot, to attack, to fire a gun;;;;;うつ;28
v_精神;vocabulary;精神;spirit, mind, soul;;;;;せいしん;28
v_離れる;vocabulary;離れる;to separate, to leave;;;;;はなれる;31
v_病床;vocabulary;病床;sickbed;;;;;びょうしょう;42
v_丁度いい;vocabulary;丁度いい;just right, exactly right;;;;;ちょうどいい;11
v_言葉;vocabulary;言葉;word, language, manner of speech;;;;;ことば;12
v_東口;vocabulary;東口;east exit, east entrance, eastern exit, eastern entrance, east gate;;;;;ひがしぐち;8
v_工学者;vocabulary;工学者;engineer;;;;;こうがくしゃ;8
v_料理人;vocabulary;料理人;a cook, cook, chef;;;;;りょうりにん;16
v_入門;vocabulary;入門;admission, entrance;;;;;にゅうもん;16
v_施行;vocabulary;施行;carry out, enforcement;;;;;しこう, せこう;23
v_編集;vocabulary;編集;edit;;;;;へんしゅう;31
v_距離;vocabulary;距離;distance, range;;;;;きょり;43
v_生涯;vocabulary;生涯;one's lifetime, one's career;;;;;しょうがい;50
v_字典;vocabulary;字典;character dictionary, kanji dictionary;;;;;じてん;16
v_下町;vocabulary;下町;downtown, backstreets;;;;;したまち;5
v_関係;vocabulary;関係;connection, relation;;;;;かんけい;16
v_取る;vocabulary;取る;to take;;;;;とる;16
v_弁当;vocabulary;弁当;bento, box lunch;;;;;べんとう;16
v_急行;vocabulary;急行;express;;;;;きゅうこう;16
v_残品;vocabulary;残品;unsold merchandise, remaining stock, unsold stock, remaining merchandise, unsold product, remaining product;;;;;ざんぴん;16
v_辞書;vocabulary;辞書;dictionary;;;;;じしょ;16
v_不治;vocabulary;不治;incurability, incurable;;;;;ふじ, ふち ;16
v_毎月;vocabulary;毎月;every month, monthly;;;;;まいげつ, まいつき;5
v_固める;vocabulary;固める;to make hard, to harden;;;;;かためる;16
v_浴びる;vocabulary;浴びる;to bathe;;;;;あびる;16
v_日光浴;vocabulary;日光浴;sunbathe;;;;;にっこうよく;16
v_写真;vocabulary;写真;photo, photograph, picture;;;;;しゃしん;16
v_地面;vocabulary;地面;ground, earth's surface;;;;;じめん;16
v_絶景;vocabulary;絶景;superb view, splendid view, stunning view, spectacular view, great view;;;;;ぜっけい;28
v_仕事;vocabulary;仕事;job, work, occupation;;;;;しごと;11
v_東京弁;vocabulary;東京弁;tokyo dialect;;;;;とうきょうべん;16
v_薬;vocabulary;薬;medicine, drug, drugs;;;;;くすり;17
v_給与;vocabulary;給与;allowance, wages, pay, salary, gross pay;;;;;きゅうよ;27
v_混ぜる;vocabulary;混ぜる;to mix, to mix something, to stir, to stir something, to blend, to blend something;;;;;まぜる;19
v_嘆く;vocabulary;嘆く;to lament, to grieve;;;;;なげく;31
v_普通;vocabulary;普通;normal, normally;;;;;ふつう;31
v_火事;vocabulary;火事;fire;;;;;かじ;9
v_欠席;vocabulary;欠席;absence, nonattendance;;;;;けっせき;17
v_干天;vocabulary;干天;dry weather, drought;;;;;かんてん;17
v_鼻歌;vocabulary;鼻歌;humming;;;;;はなうた;17
v_編集者;vocabulary;編集者;editor;;;;;へんしゅうしゃ;33
v_図;vocabulary;図;diagram;;;;;ず;5
v_光栄;vocabulary;光栄;honor, privilege, honour;;;;;こうえい;17
v_編む;vocabulary;編む;to knit;;;;;あむ;31
v_感嘆符;vocabulary;感嘆符;exclamation mark, exclamation point;;;;;かんたんふ;31
v_予報;vocabulary;予報;forecast;;;;;よほう;18
v_塩味;vocabulary;塩味;salty taste, tastes salty, salty, salty flavor;;;;;しおあじ;17
v_栄える;vocabulary;栄える;to flourish, to prosper;;;;;さかえる;17
v_取り分け;vocabulary;取り分け;especially;;;;;とりわけ;18
v_情報;vocabulary;情報;information, data;;;;;じょうほう;18
v_証明書;vocabulary;証明書;certificate, credentials;;;;;しょうめいしょ;18
v_外務大臣;vocabulary;外務大臣;minister of foreign affairs;;;;;がいむだいじん;31
v_恵む;vocabulary;恵む;to do a favor, to bless;;;;;めぐむ;37
v_南口;vocabulary;南口;south exit, south entrance, southern exit, southern entrance, south gate;;;;;みなみぐち;8
v_里心;vocabulary;里心;homesick, homesickness;;;;;さとごころ;5
v_大阪弁;vocabulary;大阪弁;osaka dialect;;;;;おおさかべん;18
v_汽車;vocabulary;汽車;steam train, steam engine train, steam engine;;;;;きしゃ;18
v_許す;vocabulary;許す;to permit, to forgive, to allow;;;;;ゆるす;18
v_毎年;vocabulary;毎年;every year, yearly, annually, each year;;;;;まいとし, まいねん;5
v_地下街;vocabulary;地下街;underground shopping mall, underground shopping center, shopping centre;;;;;ちかがい;31
v_掲げる;vocabulary;掲げる;to put up a sign, to put up;;;;;かかげる;37
v_三;vocabulary;三;three;;;;;さん;1
v_及ぼす;vocabulary;及ぼす;to exert, to reach to;;;;;およぼす;38
v_丸い;vocabulary;丸い;circular, round, spherical;;;;;まるい;2
v_貿易会社;vocabulary;貿易会社;trading firm;;;;;ぼうえきがいしゃ;38
v_羽;vocabulary;羽;feathers, feather, wing, wings;;;;;はね;5
v_廊下;vocabulary;廊下;corridor, hallway;;;;;ろうか;31
v_監視;vocabulary;監視;observation, monitor, keep watch over, surveillance;;;;;かんし;31
v_湯豆腐;vocabulary;湯豆腐;boiled tofu;;;;;ゆどうふ;38
v_繰る;vocabulary;繰る;to spin;;;;;くる;38
v_抑制;vocabulary;抑制;control, restrain;;;;;よくせい;38
v_下;vocabulary;下;down, below, under, beneath;;;;;した;1
v_遠距離;vocabulary;遠距離;long distance;;;;;えんきょり;45
v_鑑定;vocabulary;鑑定;expert opinion;;;;;かんてい;31
v_入れる;vocabulary;入れる;to insert, to put in;;;;;いれる;1
v_〜形;vocabulary;〜形;form, tense;;;;;けい;5
v_巣立ち;vocabulary;巣立ち;leave the nest, become independent;;;;;すだち;31
v_二人;vocabulary;二人;two people, pair, two persons;;;;;ふたり;1
v_及び;vocabulary;及び;as well as;;;;;および;38
v_二つ;vocabulary;二つ;two things;;;;;ふたつ;1
v_詰まる;vocabulary;詰まる;to be stuffed, to be crammed full;;;;;つまる;29
v_金;vocabulary;金;gold;;;;;きん, かね;5
v_母;vocabulary;母;mother;;;;;はは;3
v_中々;vocabulary;中々;very, considerably, quite;;;;;なかなか;2
v_掃除;vocabulary;掃除;cleaning;;;;;そうじ;31
v_短距離;vocabulary;短距離;short distance;;;;;たんきょり;45
v_人口;vocabulary;人口;population;;;;;じんこう;1
v_除く;vocabulary;除く;to exclude;;;;;のぞく;31
v_本社;vocabulary;本社;headquarters, hq, head office, company headquarters;;;;;ほんしゃ;5
v_六月;vocabulary;六月;june;;;;;ろくがつ;2
v_女;vocabulary;女;woman, female;;;;;おんな;1
v_川;vocabulary;川;river;;;;;かわ;1
v_大きさ;vocabulary;大きさ;size;;;;;おおきさ;1
v_丸;vocabulary;丸;circle, round, circular;;;;;まる;2
v_中;vocabulary;中;middle, in, inside, center;;;;;なか;2
v_排除;vocabulary;排除;exclusion, removal, elimination;;;;;はいじょ;40
v_掃除する;vocabulary;掃除する;to clean;;;;;そうじする;33
v_五十;vocabulary;五十;fifty;;;;;ごじゅう;2
v_六つ;vocabulary;六つ;six things;;;;;むっつ;2
v_出す;vocabulary;出す;to remove, to hand over, to take out, to reveal;;;;;だす;2
v_何日;vocabulary;何日;how many days, what day, which day;;;;;なんにち;5
v_十六;vocabulary;十六;sixteen;;;;;じゅうろく;2
v_入籍;vocabulary;入籍;entry in family register;;;;;にゅうせき;45
v_四;vocabulary;四;four;;;;;よん, し;2
v_外来;vocabulary;外来;imported, outpatient clinic, foreign;;;;;がいらい;5
v_四千;vocabulary;四千;four thousand;;;;;よんせん;2
v_右;vocabulary;右;right direction, right;;;;;みぎ;2
v_廃止する;vocabulary;廃止する;to abolish;;;;;はいしする;38
v_四十二;vocabulary;四十二;forty two, the answer;;;;;よんじゅうに;2
v_子犬;vocabulary;子犬;puppy;;;;;こいぬ;2
v_秀でる;vocabulary;秀でる;to excel, to surpass;;;;;ひいでる;23
v_尋ねる;vocabulary;尋ねる;to inquire, to ask;;;;;たずねる;31
v_体内;vocabulary;体内;internal, within the body, inside the body;;;;;たいない;5
v_一月;vocabulary;一月;january;;;;;いちがつ;2
v_上手;vocabulary;上手;good at, skillful, skilled at, skilled;;;;;じょうず;2
v_天;vocabulary;天;heaven;;;;;てん;2
v_下手;vocabulary;下手;unskillful, unskilled, bad at, not good at, not skilled;;;;;へた;2
v_文;vocabulary;文;writing, sentence;;;;;ぶん;2
v_幾ら;vocabulary;幾ら;how much;;;;;いくら;31
v_本;vocabulary;本;book, origin, real, main;;;;;ほん;2
v_大声;vocabulary;大声;large voice, loud voice, big voice;;;;;おおごえ;5
v_木;vocabulary;木;tree, wood;;;;;き;2
v_月;vocabulary;月;moon, month;;;;;つき;2
v_生;vocabulary;生;fresh, raw;;;;;なま;3
v_沖縄;vocabulary;沖縄;okinawa;;;;;おきなわ;38
v_一万;vocabulary;一万;ten thousand;;;;;いちまん;3
v_一斉に;vocabulary;一斉に;simultaneously, all at once;;;;;いっせいに;45
v_田;vocabulary;田;rice field, rice paddy;;;;;た;2
v_男の人;vocabulary;男の人;man;;;;;おとこのひと;5
v_人生;vocabulary;人生;one's life, human life;;;;;じんせい;3
v_火山;vocabulary;火山;volcano;;;;;かざん;2
v_依頼人;vocabulary;依頼人;client;;;;;いらいにん;38
v_却下;vocabulary;却下;rejection, dismissal;;;;;きゃっか;38
v_水;vocabulary;水;water;;;;;みず;2
v_正す;vocabulary;正す;to correct;;;;;ただす;2
v_滅びる;vocabulary;滅びる;to be destroyed, to be annihilated;;;;;ほろびる;45
v_幾何学;vocabulary;幾何学;geometry;;;;;きかがく;31
v_多い;vocabulary;多い;many, much, lots of;;;;;おおい;5
v_掛かる;vocabulary;掛かる;to be hung, to get hung, to hang;;;;;かかる;27
v_兄;vocabulary;兄;older brother, big brother, elder brother;;;;;あに;3
v_必需品;vocabulary;必需品;necessities, essentials;;;;;ひつじゅひん;38
v_久しい;vocabulary;久しい;long time;;;;;ひさしい;3
v_分かる;vocabulary;分かる;to understand;;;;;わかる;3
v_少し;vocabulary;少し;a little, a few, few;;;;;すこし;3
v_先月;vocabulary;先月;last month, previous month;;;;;せんげつ;4
v_泥棒;vocabulary;泥棒;robber, burglar;;;;;どろぼう;33
v_来月;vocabulary;来月;next month;;;;;らいげつ;5
v_中古;vocabulary;中古;second hand, used, secondhand;;;;;ちゅうこ;3
v_太い;vocabulary;太い;fat, thick;;;;;ふとい;3
v_高齢者;vocabulary;高齢者;elderly person, old person;;;;;こうれいしゃ;38
v_一致する;vocabulary;一致する;to match;;;;;いっちする;38
v_掃く;vocabulary;掃く;to sweep;;;;;はく;31
v_自分;vocabulary;自分;oneself, myself, self;;;;;じぶん;5
v_逆らう;vocabulary;逆らう;to go against, to oppose, to be contrary to;;;;;さからう;28
v_携帯電話;vocabulary;携帯電話;portable phone, cell phone, mobile phone;;;;;けいたいでんわ;42
v_止める;vocabulary;止める;to stop something, to stop;;;;;とめる;3
v_泥;vocabulary;泥;mud;;;;;どろ;31
v_不正;vocabulary;不正;injustice, unfairness;;;;;ふせい;4
v_世;vocabulary;世;world, society, age, generation;;;;;よ;4
v_今すぐ;vocabulary;今すぐ;at once, right now, immediately, right away;;;;;いますぐ;5
v_来る;vocabulary;来る;to come;;;;;くる;5
v_空車;vocabulary;空車;open taxi, free taxi, open cab, free cab, available taxi, vacant taxi, available cab, vacant cab;;;;;くうしゃ;5
v_休み;vocabulary;休み;rest, break, vacation, holiday;;;;;やすみ;4
v_妊婦;vocabulary;妊婦;pregnant woman;;;;;にんぷ;38
v_乱戦;vocabulary;乱戦;melee, free for all;;;;;らんせん;19
v_気分;vocabulary;気分;feeling, mood;;;;;きぶん;4
v_一文字;vocabulary;一文字;straight line;;;;;いちもんじ, いちもじ;4
v_去年;vocabulary;去年;last year;;;;;きょねん;4
v_本当;vocabulary;本当;reality, truth;;;;;ほんとう;5
v_月刊;vocabulary;月刊;monthly edition;;;;;げっかん;38
v_先年;vocabulary;先年;former years, formerly, a few years ago, previous years, past years, prior years;;;;;せんねん;4
v_先生;vocabulary;先生;teacher, master, doctor;;;;;せんせい;4
v_二百;vocabulary;二百;two hundred;;;;;にひゃく;4
v_氷;vocabulary;氷;ice;;;;;こおり;4
v_一気;vocabulary;一気;one breath, one go, one sitting;;;;;いっき;4
v_年内;vocabulary;年内;within a year, within the year;;;;;ねんない;4
