# WaniKani - Vocabulary
# Generated on August 13, 2016 15:54 PM UTC
# WaniKani to Anki Exporter (http://wanikanitoanki.com)
#key;type;character;meaning;image;onyomi;kunyomi;important_reading;kana;level
v_一打;vocabulary;一打;strike, stroke, blow;;;;;いちだ;4
v_日刊;vocabulary;日刊;daily edition;;;;;にっかん;38
v_打つ;vocabulary;打つ;to hit, to pound, to type;;;;;うつ;4
v_驚嘆;vocabulary;驚嘆;admiration, wonder;;;;;きょうたん;31
v_クモの巣;vocabulary;クモの巣;spiderweb;;;;;くものす, クモのす;31
v_皿;vocabulary;皿;plate, dish;;;;;さら;4
v_見方;vocabulary;見方;way of seeing, point of view, perspective, viewpoint;;;;;みかた;4
v_小皿;vocabulary;小皿;small plate, small dish, little plate, little dish;;;;;こざら;4
v_大会;vocabulary;大会;convention, tournament, meetup, event;;;;;たいかい;5
v_花火;vocabulary;花火;fireworks;;;;;はなび;4
v_男;vocabulary;男;man;;;;;おとこ;4
v_伴う;vocabulary;伴う;to accompany;;;;;ともなう;38
v_車;vocabulary;車;car;;;;;くるま;4
v_処置;vocabulary;処置;treatment, measure;;;;;しょち;28
v_自在;vocabulary;自在;freely, at will;;;;;じざい;20
v_侵攻;vocabulary;侵攻;invasion;;;;;しんこう;41
v_米;vocabulary;米;rice;;;;;こめ;5
v_代える;vocabulary;代える;to replace, to substitute, to exchange, to replace something, to substitute something, to exchange something;;;;;かえる;6
v_経路;vocabulary;経路;route, course;;;;;けいろ;31
v_救急車;vocabulary;救急車;ambulance;;;;;きゅうきゅうしゃ;31
v_光;vocabulary;光;light, sunlight;;;;;ひかり;5
v_何回;vocabulary;何回;how many times;;;;;なんかい;5
v_同伴する;vocabulary;同伴する;to accompany;;;;;どうはんする;38
v_体力;vocabulary;体力;physical strength, physical power;;;;;たいりょく;5
v_何月;vocabulary;何月;what month, which month;;;;;なんがつ;5
v_日光;vocabulary;日光;sunlight;;;;;にっこう;5
v_二万;vocabulary;二万;twenty thousand;;;;;にまん;3
v_記載;vocabulary;記載;record, report;;;;;きさい;24
v_七;vocabulary;七;seven;;;;;なな, しち;1
v_ビー玉;vocabulary;ビー玉;marble;;;;;びーだま, ビーだま;2
v_救う;vocabulary;救う;to rescue;;;;;すくう;31
v_三人;vocabulary;三人;three people, three persons;;;;;さんにん;1
v_女子;vocabulary;女子;girl;;;;;じょし;2
v_同じ;vocabulary;同じ;same;;;;;おなじ;5
v_女神;vocabulary;女神;goddess, female deity;;;;;めがみ;13
v_散歩;vocabulary;散歩;a stroll, a walk, stroll, walk;;;;;さんぽ;31
v_夕べ;vocabulary;夕べ;evening, last night;;;;;ゆうべ;2
v_子牛;vocabulary;子牛;calf, baby cow;;;;;こうし;4
v_併合;vocabulary;併合;merger;;;;;へいごう;38
v_正解;vocabulary;正解;correct answer, correct;;;;;せいかい;21
v_日;vocabulary;日;sun, day;;;;;ひ;2
v_北;vocabulary;北;north;;;;;きた;3
v_十台;vocabulary;十台;ten machines;;;;;じゅうだい;3
v_皮;vocabulary;皮;skin, hide;;;;;かわ;4
v_同日;vocabulary;同日;same day, the same day;;;;;どうじつ;5
v_竹;vocabulary;竹;bamboo;;;;;たけ;4
v_アメリカ人;vocabulary;アメリカ人;american, american person;;;;;あめりかじん, アメリカじん;1
v_探偵;vocabulary;探偵;private detective, private investigator, detective, sleuth, investigator;;;;;たんてい;31
v_休日;vocabulary;休日;holiday;;;;;きゅうじつ;4
v_英国;vocabulary;英国;britain, uk, united kingdom, england;;;;;えいこく;15
v_二台;vocabulary;二台;two machines;;;;;にだい;3
v_二世;vocabulary;二世;second generation;;;;;にせい;4
v_入学;vocabulary;入学;school admission, entry into school, admission into school, school entry, entering a school;;;;;にゅうがく;5
v_写す;vocabulary;写す;to copy;;;;;うつす;4
v_切迫;vocabulary;切迫;urgency, pressure, draw near, be imminent;;;;;せっぱく;27
v_山脈;vocabulary;山脈;mountain range;;;;;さんみゃく;31
v_光年;vocabulary;光年;light year;;;;;こうねん;5
v_学年;vocabulary;学年;school grade, grade in school, school year, year in school;;;;;がくねん;5
v_月光;vocabulary;月光;moonlight, moonbeam;;;;;げっこう;5
v_今月;vocabulary;今月;this month, current month;;;;;こんげつ;3
v_音;vocabulary;音;sound;;;;;おと;5
v_百万;vocabulary;百万;million, one million, a million;;;;;ひゃくまん;4
v_王女;vocabulary;王女;princess;;;;;おうじょ;2
v_代用;vocabulary;代用;substitution;;;;;だいよう;4
v_今晩は;vocabulary;今晩は;good evening;;;;;こんばんは;15
v_土;vocabulary;土;soil, earth, ground, dirt;;;;;つち;2
v_半;vocabulary;半;half;;;;;はん;3
v_村人;vocabulary;村人;villager;;;;;むらびと;4
v_野菜;vocabulary;野菜;vegetable;;;;;やさい;31
v_主人;vocabulary;主人;head of household, husband, head of a household, head of the household, landlord, master;;;;;しゅじん;4
v_探す;vocabulary;探す;to look for, to search for;;;;;さがす;31
v_少年;vocabulary;少年;young boy, juvenile, youth, boy;;;;;しょうねん;4
v_中止;vocabulary;中止;suspension, stoppage, discontinuance, interruption;;;;;ちゅうし;3
v_却って;vocabulary;却って;on the contrary, instead;;;;;かえって;38
v_七つ;vocabulary;七つ;seven things;;;;;ななつ;1
v_字;vocabulary;字;character, kanji character, letter, symbol;;;;;じ;4
v_２０１１年;vocabulary;２０１１年;year 2011, 2011, the year 2011;;;;;にせんじゅういちねん;4
v_似る;vocabulary;似る;to resemble;;;;;にる;31
v_四角;vocabulary;四角;square;;;;;しかく;5
v_遠慮;vocabulary;遠慮;restraint, decline;;;;;えんりょ;38
v_市立;vocabulary;市立;municipal, city;;;;;しりつ;3
v_学生;vocabulary;学生;student;;;;;がくせい;5
v_均等;vocabulary;均等;equality, uniformity, evenness;;;;;きんとう;31
v_五日;vocabulary;五日;fifth day, day five, five days;;;;;いつか;2
v_配慮;vocabulary;配慮;consideration, care;;;;;はいりょ;38
v_必至;vocabulary;必至;inevitable, necessary, foregone;;;;;ひっし;41
v_薦める;vocabulary;薦める;to recommend;;;;;すすめる;34
v_口;vocabulary;口;mouth;;;;;くち;1
v_太字;vocabulary;太字;bold letter, bold, bold character, bold text, boldface;;;;;ふとじ;4
v_休止;vocabulary;休止;pause, rest, break;;;;;きゅうし;4
v_金玉;vocabulary;金玉;testicles;;;;;きんたま;5
v_有名;vocabulary;有名;famous;;;;;ゆうめい;6
v_代わり;vocabulary;代わり;substitute, replacement;;;;;かわり;6
v_年下;vocabulary;年下;younger;;;;;としした;6
v_久しぶり;vocabulary;久しぶり;long time no see, it's been a while;;;;;ひさしぶり;3
v_休む;vocabulary;休む;to rest;;;;;やすむ;4
v_均整;vocabulary;均整;symmetry, balance;;;;;きんせい;31
v_林;vocabulary;林;forest, woods;;;;;はやし;5
v_心;vocabulary;心;heart;;;;;こころ;3
v_何千;vocabulary;何千;thousands;;;;;なんぜん;5
v_太る;vocabulary;太る;to get fat, to become fat, to grow fat;;;;;ふとる;3
v_〜畳;vocabulary;〜畳;counter for tatami mats;;;;;じょう;47
v_逃す;vocabulary;逃す;to let go, to let escape, to set free;;;;;のがす;40
v_徳川;vocabulary;徳川;tokugawa, tokugawa shogun;;;;;とくがわ;31
v_体;vocabulary;体;body;;;;;からだ;5
v_都会;vocabulary;都会;city, town, urban, civilization;;;;;とかい;12
v_不機嫌;vocabulary;不機嫌;bad mood, pout, displeasure, ill humor, ill humour, sullen;;;;;ふきげん;22
v_当たる;vocabulary;当たる;to be on target, to hit, to touch, to guess correctly, to guess right, to be right, to hit the target;;;;;あたる;5
v_正しい;vocabulary;正しい;correct, true;;;;;ただしい;2
v_徳島県;vocabulary;徳島県;tokushima prefecture;;;;;とくしまけん;31
v_子;vocabulary;子;kid, child;;;;;こ;2
v_小さい;vocabulary;小さい;small, little;;;;;ちいさい;2
v_大切;vocabulary;大切;important, precious, valuable;;;;;たいせつ;3
v_中央;vocabulary;中央;center, central, centre;;;;;ちゅうおう;4
v_行う;vocabulary;行う;to carry out a task, to carry out, to perform, to perform a task, to do a task;;;;;おこなう;5
v_内偵;vocabulary;内偵;scouting, reconnaissance, secret investigation;;;;;ないてい;31
v_考慮;vocabulary;考慮;consideration;;;;;こうりょ;38
v_至上;vocabulary;至上;supremacy;;;;;しじょう;41
v_稼ぐ;vocabulary;稼ぐ;to earn income, to make money;;;;;かせぐ;45
v_街道;vocabulary;街道;highway, motorway;;;;;かいどう;29
v_電飾;vocabulary;電飾;decorative lighting;;;;;でんしょく;30
v_暖房;vocabulary;暖房;heating;;;;;だんぼう;38
v_誠;vocabulary;誠;sincerity, truth;;;;;まこと;41
v_矛盾;vocabulary;矛盾;contradiction;;;;;むじゅん;48
v_雑煮;vocabulary;雑煮;new year's dish, mochi soup;;;;;ぞうに;49
v_陛下;vocabulary;陛下;your majesty, his majesty, her majesty;;;;;へいか;49
v_幸福;vocabulary;幸福;happiness;;;;;こうふく;16
v_不人気;vocabulary;不人気;unpopular, not popular;;;;;ふにんき;7
v_本気;vocabulary;本気;serious;;;;;ほんき;4
v_会う;vocabulary;会う;to meet, to encounter;;;;;あう;5
v_耳打ち;vocabulary;耳打ち;whisper in ear, whisper in one's ear, whisper in someone's ear;;;;;みみうち;4
v_先回り;vocabulary;先回り;anticipation, anticipate;;;;;さきまわり;7
v_今更;vocabulary;今更;too late, now;;;;;いまさら;32
v_見る;vocabulary;見る;to see, to look;;;;;みる;4
v_吸収する;vocabulary;吸収する;to absorb;;;;;きゅうしゅうする;25
v_作用;vocabulary;作用;action, effect, operation;;;;;さよう;5
v_工作;vocabulary;工作;construction;;;;;こうさく;5
v_生える;vocabulary;生える;to grow, to spring up, to sprout, to come out;;;;;はえる;5
v_作る;vocabulary;作る;to make, to build, to create;;;;;つくる;5
v_仏像;vocabulary;仏像;image of buddha;;;;;ぶつぞう;16
v_扱う;vocabulary;扱う;to handle, to treat;;;;;あつかう;38
v_選択;vocabulary;選択;selection, choice;;;;;せんたく;38
v_生む;vocabulary;生む;to give birth, to produce;;;;;うむ;3
v_分ける;vocabulary;分ける;to separate, to divide, to part, to split;;;;;わける;3
v_納入;vocabulary;納入;payment, supply;;;;;のうにゅう;33
v_売り手;vocabulary;売り手;seller, vendor;;;;;うりて;5
v_漏らす;vocabulary;漏らす;to leak something, to leak;;;;;もらす;32
v_売り切れ;vocabulary;売り切れ;sold out, out of stock;;;;;うりきれ;5
v_多分;vocabulary;多分;maybe, perhaps, probably;;;;;たぶん;5
v_学ぶ;vocabulary;学ぶ;to learn, to study in depth, to study;;;;;まなぶ;5
v_出版社;vocabulary;出版社;publishing company, publisher;;;;;しゅっぱんしゃ;32
v_照り焼き;vocabulary;照り焼き;teriyaki;;;;;てりやき;32
v_兄弟;vocabulary;兄弟;siblings, brothers and sisters;;;;;きょうだい;5
v_描く;vocabulary;描く;to draw, to sketch;;;;;かく, えがく;38
v_応募する;vocabulary;応募する;to apply for, to enlist, to answer an ad;;;;;おうぼする;39
v_誠実;vocabulary;誠実;sincere, honest, faithful;;;;;せいじつ;41
v_参る;vocabulary;参る;to come, to go;;;;;まいる;14
v_起床;vocabulary;起床;rising, getting out of bed;;;;;きしょう;42
v_矛先;vocabulary;矛先;point of spear, spearpoint, brunt;;;;;ほこさき;47
v_粘着;vocabulary;粘着;cohesion, adhesion;;;;;ねんちゃく;47
v_煮物;vocabulary;煮物;boiled foods, stewed foods;;;;;にもの;49
v_天気予報;vocabulary;天気予報;weather forecast;;;;;てんきよほう;20
v_冷える;vocabulary;冷える;to be chilled, to get cold;;;;;ひえる;32
v_称える;vocabulary;称える;to praise, to give praise, to call oneself;;;;;たたえる, となえる;40
v_郷里;vocabulary;郷里;birthplace, hometown;;;;;きょうり;41
v_贈収賄;vocabulary;贈収賄;bribery;;;;;ぞうしゅうわい;38
v_古来;vocabulary;古来;ancient;;;;;こらい;5
v_早口;vocabulary;早口;fast talker, fast talking, fast speaker, fast speaking, quick talker;;;;;はやくち, はやぐち;6
v_毎回;vocabulary;毎回;every time, each time;;;;;まいかい;5
v_年来;vocabulary;年来;for some years, for years, longstanding;;;;;ねんらい;5
v_入社;vocabulary;入社;joining a company, joining the company;;;;;にゅうしゃ;5
v_公社;vocabulary;公社;public corporation, public company;;;;;こうしゃ;5
v_空;vocabulary;空;sky;;;;;そら;5
v_男の子;vocabulary;男の子;boy;;;;;おとこのこ;5
v_皮肉;vocabulary;皮肉;irony, sarcasm;;;;;ひにく;5
v_自立;vocabulary;自立;independence, self reliance;;;;;じりつ;5
v_水色;vocabulary;水色;sky blue, light blue, light blue color, light blue colour, sky blue color, sky blue colour;;;;;みずいろ;5
v_考え;vocabulary;考え;thought, a thought;;;;;かんがえ;5
v_考える;vocabulary;考える;to think about, to consider, to give thought;;;;;かんがえる;5
v_色々;vocabulary;色々;various;;;;;いろいろ;5
v_考え方;vocabulary;考え方;way of thinking, thought process;;;;;かんがえかた;5
v_行く;vocabulary;行く;to go;;;;;いく;5
v_言う;vocabulary;言う;to say;;;;;いう;5
v_結婚する;vocabulary;結婚する;to marry, to get married;;;;;けっこんする;32
v_行き;vocabulary;行き;train direction, bound for;;;;;ゆき, いき;5
v_三角;vocabulary;三角;triangle;;;;;さんかく;5
v_西;vocabulary;西;west;;;;;にし;5
v_走行;vocabulary;走行;traveling, travelling;;;;;そうこう;5
v_大騒ぎ;vocabulary;大騒ぎ;clamor, uproar, big noise;;;;;おおさわぎ;32
v_帰郷する;vocabulary;帰郷する;to return to one's hometown;;;;;ききょうする;41
v_矛;vocabulary;矛;halberd;;;;;ほこ;45
v_躍如;vocabulary;躍如;lifelike, vivid;;;;;やくじょ;47
v_覆る;vocabulary;覆る;to capsize, to topple over, to be overturned;;;;;くつがえる;49
v_里;vocabulary;里;home village, village, one's parents' home, home town, hometown;;;;;さと;5
v_委託;vocabulary;委託;consign, goods for sale, entrust;;;;;いたく;38
v_肌色;vocabulary;肌色;flesh colored, skin colored, flesh coloured, skin coloured;;;;;はだいろ;45
v_青い;vocabulary;青い;blue, unripe;;;;;あおい;5
v_交わる;vocabulary;交わる;to intersect, to cross, to mingle;;;;;まじわる;8
v_青年;vocabulary;青年;youth, young man;;;;;せいねん;5
v_不安;vocabulary;不安;uneasiness, anxiety, unease;;;;;ふあん;6
v_手作り;vocabulary;手作り;handmade;;;;;てづくり;7
v_全く;vocabulary;全く;completely, entirely, truly, really, wholly;;;;;まったく;8
v_この前;vocabulary;この前;last time, recently, lately, previous, previously;;;;;このまえ;8
v_交ぜる;vocabulary;交ぜる;to mix, to mix something;;;;;まぜる;5
v_全力;vocabulary;全力;full effort, every effort, best effort, full power;;;;;ぜんりょく;6
v_安全;vocabulary;安全;safety;;;;;あんぜん;6
v_地下;vocabulary;地下;underground, basement, cellar;;;;;ちか;6
v_幸せ;vocabulary;幸せ;happiness;;;;;しあわせ;16
v_夏;vocabulary;夏;summer;;;;;なつ;7
v_志;vocabulary;志;intention, ambition;;;;;こころざし;32
v_託す;vocabulary;託す;to entrust;;;;;たくす;38
v_縄跳び;vocabulary;縄跳び;jump rope;;;;;なわとび;39
v_棋士;vocabulary;棋士;shogi player, go player;;;;;きし;39
v_侵入;vocabulary;侵入;intrusion, penetration;;;;;しんにゅう;41
v_双;vocabulary;双;pair;;;;;そう;42
v_鳥肌;vocabulary;鳥肌;goosebumps;;;;;とりはだ;45
v_桜色;vocabulary;桜色;pink, pink color, pink colour, color pink, colour pink;;;;;さくらいろ;32
v_信託;vocabulary;信託;trust, entrusting;;;;;しんたく;38
v_岐阜;vocabulary;岐阜;gifu;;;;;ぎふ;39
v_駆け込む;vocabulary;駆け込む;to rush into;;;;;かけこむ;42
v_最新鋭;vocabulary;最新鋭;state of the art, cutting edge;;;;;さいしんえい;42
v_何年;vocabulary;何年;what year, how many years;;;;;なんねん;5
v_駆け出す;vocabulary;駆け出す;to rush out;;;;;かけだす;42
v_精神的;vocabulary;精神的;spiritual, mental, emotional;;;;;せいしんてき;30
v_貨物;vocabulary;貨物;freight, cargo;;;;;かもつ;31
v_次回;vocabulary;次回;next time;;;;;じかい;6
v_国;vocabulary;国;country, nation;;;;;くに;6
v_外国;vocabulary;外国;foreign country;;;;;がいこく;6
v_外国人;vocabulary;外国人;foreign person, foreigner;;;;;がいこくじん;6
v_今夜;vocabulary;今夜;tonight, this evening;;;;;こんや;6
v_妹;vocabulary;妹;younger sister, little sister;;;;;いもうと;6
v_運転する;vocabulary;運転する;to drive;;;;;うんてんする;10
v_賄う;vocabulary;賄う;to pay, to cover;;;;;まかなう;38
v_募集中;vocabulary;募集中;now hiring, now recruiting;;;;;ぼしゅうちゅう;39
v_駆け回る;vocabulary;駆け回る;to run around;;;;;かけまわる;42
v_舟;vocabulary;舟;boat;;;;;ふね;45
v_布巾;vocabulary;布巾;dish cloth, tea towel;;;;;ふきん;47
v_陶芸;vocabulary;陶芸;ceramic art, ceramics;;;;;とうげい;49
v_破産;vocabulary;破産;bankruptcy;;;;;はさん;35
v_小学生;vocabulary;小学生;elementary school student, primary school student, elementary schooler, primary schooler, grade schooler, grade school student;;;;;しょうがくせい;7
v_中学生;vocabulary;中学生;middle school student, junior high school student, middle schooler, junior high schooler, junior high student;;;;;ちゅうがくせい;7
v_死体;vocabulary;死体;dead body, corpse, cadaver;;;;;したい;6
v_将棋;vocabulary;将棋;shogi, shougi, japanese chess;;;;;しょうぎ;39
