"隔","https://www.wanikani.com/kanji/%E9%9A%94","鬲", "Chester"
"複","https://www.wanikani.com/kanji/%E8%A4%87","复", "Black Hole"
"表","https://www.wanikani.com/kanji/%E8%A1%A8","生", "Life"
"愛","https://www.wanikani.com/kanji/%E6%84%9B","Cleat"
"願","https://www.wanikani.com/kanji/%E9%A1%98","頁", "Geoduck"
"描","https://www.wanikani.com/kanji/%E6%8F%8F","扌", "Nailbat"
"鋳","https://www.wanikani.com/kanji/%E9%8B%B3","三", "Three"
"適","https://www.wanikani.com/kanji/%E9%81%A9","啇", "Mohawk"
"菌","https://www.wanikani.com/kanji/%E8%8F%8C","艹", "Flowers"
"算","https://www.wanikani.com/kanji/%E7%AE%97","廾", "Twenty"
"散","https://www.wanikani.com/kanji/%E6%95%A3","月", "Moon"
"締","https://www.wanikani.com/kanji/%E7%B7%A0","糸", "Thread"
"固","https://www.wanikani.com/kanji/%E5%9B%BA","古", "Old"
"沖","https://www.wanikani.com/kanji/%E6%B2%96","氵", "Tsunami"
"超","https://www.wanikani.com/kanji/%E8%B6%85","召", "Joker"
"尚","https://www.wanikani.com/kanji/%E5%B0%9A","冋", "Mustache"
"暗","https://www.wanikani.com/kanji/%E6%9A%97","日", "Sun"
"軍","https://www.wanikani.com/kanji/%E8%BB%8D","冖", "Forehead"
"卸","https://www.wanikani.com/kanji/%E5%8D%B8","午", "Noon"
"郭","https://www.wanikani.com/kanji/%E9%83%AD","阝", "Butcher"
"逸","https://www.wanikani.com/kanji/%E9%80%B8","免", "Excuse"
"企","https://www.wanikani.com/kanji/%E4%BC%81","止", "Stop"
"賃","https://www.wanikani.com/kanji/%E8%B3%83","ｲ", "Leader"
"繰","https://www.wanikani.com/kanji/%E7%B9%B0","品", "Products"
"飼","https://www.wanikani.com/kanji/%E9%A3%BC","食", "Eat"
"任","https://www.wanikani.com/kanji/%E4%BB%BB","ｲ", "Leader"
"訪","https://www.wanikani.com/kanji/%E8%A8%AA","言", "Say"
"踊","https://www.wanikani.com/kanji/%E8%B8%8A","マ", "Mama"
"説","https://www.wanikani.com/kanji/%E8%AA%AC","言", "Say"
"軟","https://www.wanikani.com/kanji/%E8%BB%9F","車", "Car"
"贈","https://www.wanikani.com/kanji/%E8%B4%88","曽", "Mask"
"夢","https://www.wanikani.com/kanji/%E5%A4%A2","冖", "Forehead"
"雌","https://www.wanikani.com/kanji/%E9%9B%8C","匕", "Spoon"
"利","https://www.wanikani.com/kanji/%E5%88%A9","刂", "Ribs"
"絡","https://www.wanikani.com/kanji/%E7%B5%A1","各", "Kiss"
"短","https://www.wanikani.com/kanji/%E7%9F%AD","豆", "Beans"
"肖","https://www.wanikani.com/kanji/%E8%82%96","Triceratops"
"客","https://www.wanikani.com/kanji/%E5%AE%A2","夂", "Winter"
"浸","https://www.wanikani.com/kanji/%E6%B5%B8","ヨ", "Wolverine"
"堤","https://www.wanikani.com/kanji/%E5%A0%A4","土", "Grave"
"挟","https://www.wanikani.com/kanji/%E6%8C%9F","Horns"
"帆","https://www.wanikani.com/kanji/%E5%B8%86","丶", "Drop"
"商","https://www.wanikani.com/kanji/%E5%95%86","冋", "Mustache"
"柱","https://www.wanikani.com/kanji/%E6%9F%B1","主", "Master"
"厚","https://www.wanikani.com/kanji/%E5%8E%9A","厂", "Cliff"
"仁","https://www.wanikani.com/kanji/%E4%BB%81","ｲ", "Leader"
"僕","https://www.wanikani.com/kanji/%E5%83%95","ｲ", "Leader"
"刷","https://www.wanikani.com/kanji/%E5%88%B7","尸", "Flag"
"込","https://www.wanikani.com/kanji/%E8%BE%BC","入", "Enter"
"箱","https://www.wanikani.com/kanji/%E7%AE%B1","竹", "Bamboo"
"頭","https://www.wanikani.com/kanji/%E9%A0%AD","豆", "Beans"
"六","https://www.wanikani.com/kanji/%E5%85%AD","亠", "Lid"
"双","https://www.wanikani.com/kanji/%E5%8F%8C","又", "Stool"
"催","https://www.wanikani.com/kanji/%E5%82%AC","ｲ", "Leader"
"堰","https://www.wanikani.com/kanji/%E5%A0%B0","日", "Sun"
"到","https://www.wanikani.com/kanji/%E5%88%B0","刂", "Ribs"
"悩","https://www.wanikani.com/kanji/%E6%82%A9","Grass"
"作","https://www.wanikani.com/kanji/%E4%BD%9C","乍", "Key"
"昆","https://www.wanikani.com/kanji/%E6%98%86","比", "Compare"
